movement_id,startX,startY,endX,endY,deltaX,deltaY,distance,duration,velocity
157,1045,783,903,783,-142,0,142.0,0.0,0
158,903,783,904,758,1,-25,25.02,0.0,0
159,904,758,903,727,-1,-31,31.016,0.0,0
160,903,727,899,700,-4,-27,27.295,0.0,0
161,899,700,889,652,-10,-48,49.031,0.0,0
162,889,652,876,596,-13,-56,57.489,0.0,0
163,876,596,865,556,-11,-40,41.485,0.0,0
164,865,556,850,516,-15,-40,42.72,0.0,0
165,850,516,833,474,-17,-42,45.31,0.0,0
166,833,474,821,448,-12,-26,28.636,0.0,0
167,821,448,812,430,-9,-18,20.125,0.0,0
168,812,430,809,425,-3,-5,5.831,0.0,0
169,809,425,808,423,-1,-2,2.236,0.0,0
170,808,423,808,422,0,-1,1.0,0.0,0
171,808,422,807,421,-1,-1,1.414,0.0,0
172,807,421,806,420,-1,-1,1.414,0.0,0
173,806,420,805,419,-1,-1,1.414,0.0,0
174,805,419,804,417,-1,-2,2.236,0.0,0
175,804,417,802,413,-2,-4,4.472,0.0,0
176,802,413,800,408,-2,-5,5.385,0.0,0
177,800,408,796,404,-4,-4,5.657,0.0,0
178,796,404,794,404,-2,0,2.0,0.0,0
179,794,404,794,404,0,0,0.0,0.0,0
180,794,404,794,405,0,1,1.0,0.0,0
181,794,405,793,409,-1,4,4.123,0.0,0
182,793,409,792,411,-1,2,2.236,0.0,0
183,792,411,790,420,-2,9,9.22,0.0,0
184,790,420,788,425,-2,5,5.385,0.0,0
185,788,425,787,433,-1,8,8.062,0.0,0
186,787,433,786,442,-1,9,9.055,0.0,0
187,786,442,786,450,0,8,8.0,0.0,0
188,786,450,786,452,0,2,2.0,0.0,0
189,786,452,786,453,0,1,1.0,0.0,0
190,786,453,786,454,0,1,1.0,0.0,0
191,786,454,786,455,0,1,1.0,0.0,0
192,786,455,786,457,0,2,2.0,0.0,0
193,786,457,786,460,0,3,3.0,0.0,0
194,786,460,786,471,0,11,11.0,0.0,0
195,786,471,786,480,0,9,9.0,0.0,0
196,786,480,787,484,1,4,4.123,0.0,0
197,787,484,787,485,0,1,1.0,0.0,0
198,787,485,788,486,1,1,1.414,0.0,0
199,788,486,788,485,0,-1,1.0,0.0,0
200,788,485,789,485,1,0,1.0,0.0,0
201,789,485,790,484,1,-1,1.414,0.0,0
202,790,484,791,483,1,-1,1.414,0.0,0
203,791,483,791,481,0,-2,2.0,0.0,0
204,791,481,792,480,1,-1,1.414,0.0,0
205,792,480,793,477,1,-3,3.162,0.0,0
206,793,477,794,477,1,0,1.0,0.0,0
207,794,477,794,476,0,-1,1.0,0.0,0
1,920,783,917,780,-3,-3,4.243,0.0,0
2,917,780,890,733,-27,-47,54.203,0.001,54091.174
3,890,733,886,724,-4,-9,9.849,0.0,0
4,886,724,874,699,-12,-25,27.731,0.0,0
5,874,699,858,670,-16,-29,33.121,0.0,0
6,858,670,836,632,-22,-38,43.909,0.0,0
7,836,632,813,594,-23,-38,44.418,0.0,0
8,813,594,786,554,-27,-40,48.26,0.0,0
9,786,554,778,538,-8,-16,17.889,0.0,0
10,778,538,773,527,-5,-11,12.083,0.0,0
11,773,527,770,515,-3,-12,12.369,0.0,0
12,770,515,762,496,-8,-19,20.616,0.0,0
13,762,496,753,474,-9,-22,23.77,0.0,0
14,753,474,745,454,-8,-20,21.541,0.0,0
15,745,454,738,441,-7,-13,14.765,0.0,0
16,738,441,735,436,-3,-5,5.831,0.0,0
17,735,436,735,436,0,0,0.0,0.0,0
18,735,436,735,435,0,-1,1.0,0.0,0
19,735,435,734,432,-1,-3,3.162,0.0,0
20,734,432,730,424,-4,-8,8.944,0.0,0
21,730,424,729,415,-1,-9,9.055,0.0,0
22,729,415,729,410,0,-5,5.0,0.0,0
23,729,410,729,404,0,-6,6.0,0.0,0
24,729,404,730,399,1,-5,5.099,0.0,0
25,730,399,734,394,4,-5,6.403,0.0,0
26,734,394,737,389,3,-5,5.831,0.0,0
27,737,389,740,385,3,-4,5.0,0.0,0
28,740,385,742,383,2,-2,2.828,0.0,0
29,742,383,743,382,1,-1,1.414,0.0,0
30,743,382,745,380,2,-2,2.828,0.0,0
31,745,380,746,379,1,-1,1.414,0.0,0
32,746,379,746,378,0,-1,1.0,0.0,0
33,746,378,747,376,1,-2,2.236,0.0,0
34,747,376,747,376,0,0,0.0,0.0,0
35,747,376,747,376,0,0,0.0,0.0,0
36,747,376,749,376,2,0,2.0,0.0,0
37,749,376,752,378,3,2,3.606,0.0,0
38,752,378,757,386,5,8,9.434,0.0,0
39,757,386,764,399,7,13,14.765,0.0,0
40,764,399,769,411,5,12,13.0,0.0,0
41,769,411,771,419,2,8,8.246,0.0,0
42,771,419,772,425,1,6,6.083,0.0,0
43,772,425,772,426,0,1,1.0,0.0,0
44,772,426,773,428,1,2,2.236,0.0,0
45,773,428,774,428,1,0,1.0,0.0,0
46,774,428,775,430,1,2,2.236,0.0,0
47,775,430,776,431,1,1,1.414,0.0,0
48,776,431,776,435,0,4,4.0,0.0,0
49,776,435,776,437,0,2,2.0,0.0,0
50,776,437,778,443,2,6,6.325,0.0,0
51,778,443,780,451,2,8,8.246,0.0,0
52,780,451,782,453,2,2,2.828,0.0,0
53,782,453,782,455,0,2,2.0,0.0,0
54,782,455,783,455,1,0,1.0,0.0,0
55,783,455,785,458,2,3,3.606,0.0,0
56,785,458,786,460,1,2,2.236,0.0,0
57,786,460,786,460,0,0,0.0,0.0,0
58,786,460,786,461,0,1,1.0,0.0,0
59,786,461,786,463,0,2,2.0,0.0,0
60,786,463,788,468,2,5,5.385,0.0,0
61,788,468,790,474,2,6,6.325,0.0,0
62,790,474,791,474,1,0,1.0,0.0,0
63,791,474,792,474,1,0,1.0,0.0,0
64,792,474,792,475,0,1,1.0,0.0,0
65,792,475,794,478,2,3,3.606,0.0,0
66,794,478,798,484,4,6,7.211,0.0,0
67,798,484,807,499,9,15,17.493,0.0,0
68,807,499,823,519,16,20,25.612,0.0,0
69,823,519,842,547,19,28,33.838,0.0,0
70,842,547,871,580,29,33,43.932,0.0,0
71,871,580,897,607,26,27,37.483,0.0,0
72,897,607,918,628,21,21,29.698,0.0,0
73,918,628,945,660,27,32,41.869,0.0,0
74,945,660,956,674,11,14,17.804,0.0,0
75,956,674,964,686,8,12,14.422,0.0,0
76,964,686,970,695,6,9,10.817,0.0,0
77,970,695,975,701,5,6,7.81,0.0,0
78,975,701,980,709,5,8,9.434,0.0,0
79,980,709,987,718,7,9,11.402,0.0,0
80,987,718,994,726,7,8,10.63,0.0,0
81,994,726,998,733,4,7,8.062,0.0,0
82,998,733,1001,740,3,7,7.616,0.001,7654.653
83,1001,740,1003,747,2,7,7.28,0.0,0
84,1003,747,1008,752,5,5,7.071,0.0,0
85,1008,752,1011,756,3,4,5.0,0.0,0
86,1011,756,1016,764,5,8,9.434,0.0,0
87,1016,764,1018,766,2,2,2.828,0.0,0
88,1018,766,1018,768,0,2,2.0,0.0,0
89,1018,768,1018,771,0,3,3.0,0.0,0
90,1018,771,1018,772,0,1,1.0,0.0,0
91,1018,772,1018,774,0,2,2.0,0.0,0
92,1018,774,1018,775,0,1,1.0,0.0,0
93,1018,775,1019,777,1,2,2.236,0.0,0
94,1019,777,1020,779,1,2,2.236,0.0,0
95,1020,779,1022,780,2,1,2.236,0.0,0
96,1022,780,1023,780,1,0,1.0,0.0,0
97,1023,780,1024,781,1,1,1.414,0.0,0
98,1024,781,1026,783,2,2,2.828,0.0,0
99,1026,783,1030,783,4,0,4.0,0.0,0
100,1030,783,1031,783,1,0,1.0,0.0,0
101,1031,783,1033,783,2,0,2.0,0.0,0
102,1033,783,888,783,-145,0,145.0,0.0,0
103,888,783,877,769,-11,-14,17.804,0.0,0
104,877,769,861,749,-16,-20,25.612,0.0,0
105,861,749,842,726,-19,-23,29.833,0.0,0
106,842,726,811,697,-31,-29,42.45,0.0,0
107,811,697,764,656,-47,-41,62.37,0.0,0
108,764,656,705,608,-59,-48,76.059,0.0,0
109,705,608,637,555,-68,-53,86.215,0.0,0
110,637,555,574,500,-63,-55,83.63,0.0,0
111,574,500,507,436,-67,-64,92.655,0.0,0
112,507,436,436,378,-71,-58,91.679,0.0,0
113,436,378,369,328,-67,-50,83.6,0.0,0
114,369,328,308,284,-61,-44,75.213,0.0,0
115,308,284,257,251,-51,-33,60.745,0.0,0
116,257,251,207,220,-50,-31,58.83,0.0,0
117,207,220,195,209,-12,-11,16.279,0.0,0
118,195,209,191,204,-4,-5,6.403,0.0,0
119,191,204,190,204,-1,0,1.0,0.0,0
120,190,204,190,203,0,-1,1.0,0.0,0
121,190,203,193,203,3,0,3.0,0.0,0
122,193,203,199,203,6,0,6.0,0.0,0
123,199,203,213,204,14,1,14.036,0.0,0
124,213,204,262,215,49,11,50.22,0.0,0
125,262,215,345,248,83,33,89.32,0.0,0
126,345,248,448,300,103,52,115.382,0.0,0
127,448,300,556,354,108,54,120.748,0.0,0
128,556,354,703,445,147,91,172.887,0.0,0
129,703,445,796,510,93,65,113.464,0.0,0
130,796,510,884,575,88,65,109.403,0.0,0
131,884,575,950,628,66,53,84.646,0.0,0
132,950,628,980,653,30,25,39.051,0.0,0
133,980,653,993,667,13,14,19.105,0.0,0
134,993,667,997,673,4,6,7.211,0.0,0
135,997,673,999,680,2,7,7.28,0.0,0
136,999,680,999,686,0,6,6.0,0.0,0
137,999,686,999,694,0,8,8.0,0.0,0
138,999,694,999,699,0,5,5.0,0.0,0
139,999,699,999,704,0,5,5.0,0.0,0
140,999,704,999,709,0,5,5.0,0.0,0
141,999,709,1001,715,2,6,6.325,0.0,0
142,1001,715,1004,721,3,6,6.708,0.0,0
143,1004,721,1010,729,6,8,10.0,0.0,0
144,1010,729,1013,733,3,4,5.0,0.0,0
145,1013,733,1015,739,2,6,6.325,0.0,0
146,1015,739,1016,741,1,2,2.236,0.0,0
147,1016,741,1017,745,1,4,4.123,0.0,0
148,1017,745,1018,750,1,5,5.099,0.0,0
149,1018,750,1020,757,2,7,7.28,0.0,0
150,1020,757,1023,764,3,7,7.616,0.0,0
151,1023,764,1026,768,3,4,5.0,0.0,0
152,1026,768,1030,773,4,5,6.403,0.0,0
153,1030,773,1034,777,4,4,5.657,0.0,0
154,1034,777,1040,780,6,3,6.708,0.0,0
155,1040,780,1042,783,2,3,3.606,0.0,0
156,1042,783,1045,783,3,0,3.0,0.0,0
157,1045,783,903,783,-142,0,142.0,0.0,0
158,903,783,904,758,1,-25,25.02,0.0,0
159,904,758,903,727,-1,-31,31.016,0.0,0
160,903,727,899,700,-4,-27,27.295,0.0,0
161,899,700,889,652,-10,-48,49.031,0.0,0
162,889,652,876,596,-13,-56,57.489,0.0,0
163,876,596,865,556,-11,-40,41.485,0.0,0
164,865,556,850,516,-15,-40,42.72,0.0,0
165,850,516,833,474,-17,-42,45.31,0.0,0
166,833,474,821,448,-12,-26,28.636,0.0,0
167,821,448,812,430,-9,-18,20.125,0.0,0
168,812,430,809,425,-3,-5,5.831,0.0,0
169,809,425,808,423,-1,-2,2.236,0.0,0
170,808,423,808,422,0,-1,1.0,0.0,0
171,808,422,807,421,-1,-1,1.414,0.0,0
172,807,421,806,420,-1,-1,1.414,0.0,0
173,806,420,805,419,-1,-1,1.414,0.0,0
174,805,419,804,417,-1,-2,2.236,0.0,0
175,804,417,802,413,-2,-4,4.472,0.0,0
176,802,413,800,408,-2,-5,5.385,0.0,0
177,800,408,796,404,-4,-4,5.657,0.0,0
178,796,404,794,404,-2,0,2.0,0.0,0
179,794,404,794,404,0,0,0.0,0.0,0
180,794,404,794,405,0,1,1.0,0.0,0
181,794,405,793,409,-1,4,4.123,0.0,0
182,793,409,792,411,-1,2,2.236,0.0,0
183,792,411,790,420,-2,9,9.22,0.0,0
184,790,420,788,425,-2,5,5.385,0.0,0
185,788,425,787,433,-1,8,8.062,0.0,0
186,787,433,786,442,-1,9,9.055,0.0,0
187,786,442,786,450,0,8,8.0,0.0,0
188,786,450,786,452,0,2,2.0,0.0,0
189,786,452,786,453,0,1,1.0,0.0,0
190,786,453,786,454,0,1,1.0,0.0,0
191,786,454,786,455,0,1,1.0,0.0,0
192,786,455,786,457,0,2,2.0,0.0,0
193,786,457,786,460,0,3,3.0,0.0,0
194,786,460,786,471,0,11,11.0,0.0,0
195,786,471,786,480,0,9,9.0,0.0,0
196,786,480,787,484,1,4,4.123,0.0,0
197,787,484,787,485,0,1,1.0,0.0,0
198,787,485,788,486,1,1,1.414,0.0,0
199,788,486,788,485,0,-1,1.0,0.0,0
200,788,485,789,485,1,0,1.0,0.0,0
201,789,485,790,484,1,-1,1.414,0.0,0
202,790,484,791,483,1,-1,1.414,0.0,0
203,791,483,791,481,0,-2,2.0,0.0,0
204,791,481,792,480,1,-1,1.414,0.0,0
205,792,480,793,477,1,-3,3.162,0.0,0
206,793,477,794,477,1,0,1.0,0.0,0
207,794,477,794,476,0,-1,1.0,0.0,0
1,172,46,355,226,183,180,256.689,0.0,0
2,355,226,362,234,7,8,10.63,0.0,0
3,362,234,369,240,7,6,9.22,0.0,0
4,369,240,372,244,3,4,5.0,0.0,0
5,372,244,381,256,9,12,15.0,0.0,0
6,381,256,397,275,16,19,24.839,0.0,0
7,397,275,420,300,23,25,33.971,0.0,0
8,420,300,464,340,44,40,59.464,0.0,0
9,464,340,486,356,22,16,27.203,0.0,0
10,486,356,506,366,20,10,22.361,0.0,0
11,506,366,522,373,16,7,17.464,0.0,0
12,522,373,530,376,8,3,8.544,0.0,0
13,530,376,551,388,21,12,24.187,0.0,0
14,551,388,564,397,13,9,15.811,0.0,0
15,564,397,577,405,13,8,15.264,0.0,0
16,577,405,590,413,13,8,15.264,0.0,0
17,590,413,603,420,13,7,14.765,0.0,0
18,603,420,619,428,16,8,17.889,0.0,0
19,619,428,651,438,32,10,33.526,0.0,0
20,651,438,661,439,10,1,10.05,0.0,0
21,661,439,685,440,24,1,24.021,0.0,0
22,685,440,695,436,10,-4,10.77,0.0,0
23,695,436,698,435,3,-1,3.162,0.0,0
24,698,435,705,431,7,-4,8.062,0.0,0
25,705,431,709,430,4,-1,4.123,0.0,0
26,709,430,714,428,5,-2,5.385,0.0,0
27,714,428,722,427,8,-1,8.062,0.0,0
28,722,427,727,425,5,-2,5.385,0.0,0
29,727,425,732,423,5,-2,5.385,0.0,0
30,732,423,737,423,5,0,5.0,0.0,0
31,737,423,742,421,5,-2,5.385,0.0,0
32,742,421,752,417,10,-4,10.77,0.0,0
33,752,417,758,411,6,-6,8.485,0.0,0
34,758,411,762,405,4,-6,7.211,0.0,0
35,762,405,765,400,3,-5,5.831,0.0,0
36,765,400,768,396,3,-4,5.0,0.0,0
37,768,396,769,392,1,-4,4.123,0.0,0
38,769,392,770,388,1,-4,4.123,0.0,0
39,770,388,770,387,0,-1,1.0,0.0,0
40,770,387,770,386,0,-1,1.0,0.0,0
41,770,386,770,385,0,-1,1.0,0.0,0
42,770,385,770,381,0,-4,4.0,0.0,0
43,770,381,770,380,0,-1,1.0,0.0,0
44,770,380,770,378,0,-2,2.0,0.0,0
45,770,378,770,377,0,-1,1.0,0.0,0
46,770,377,770,377,0,0,0.0,0.0,0
47,770,377,770,377,0,0,0.0,0.0,0
48,770,377,770,377,0,0,0.0,0.0,0
49,770,377,770,378,0,1,1.0,0.0,0
50,770,378,771,380,1,2,2.236,0.0,0
51,771,380,772,382,1,2,2.236,0.0,0
52,772,382,774,386,2,4,4.472,0.0,0
53,774,386,775,388,1,2,2.236,0.0,0
54,775,388,775,388,0,0,0.0,0.0,0
55,775,388,775,390,0,2,2.0,0.0,0
56,775,390,775,393,0,3,3.0,0.0,0
57,775,393,774,396,-1,3,3.162,0.0,0
58,774,396,774,398,0,2,2.0,0.0,0
59,774,398,774,400,0,2,2.0,0.0,0
60,774,400,774,401,0,1,1.0,0.0,0
61,774,401,774,404,0,3,3.0,0.0,0
62,774,404,774,406,0,2,2.0,0.0,0
63,774,406,774,409,0,3,3.0,0.0,0
64,774,409,774,410,0,1,1.0,0.0,0
65,774,410,774,411,0,1,1.0,0.0,0
66,774,411,774,413,0,2,2.0,0.0,0
67,774,413,773,415,-1,2,2.236,0.0,0
68,773,415,773,417,0,2,2.0,0.0,0
69,773,417,773,421,0,4,4.0,0.0,0
70,773,421,771,437,-2,16,16.125,0.0,0
71,771,437,771,448,0,11,11.0,0.0,0
72,771,448,771,451,0,3,3.0,0.0,0
73,771,451,771,450,0,-1,1.0,0.0,0
74,771,450,771,449,0,-1,1.0,0.0,0
75,771,449,771,448,0,-1,1.0,0.0,0
76,771,448,771,447,0,-1,1.0,0.0,0
77,771,447,770,444,-1,-3,3.162,0.0,0
78,770,444,770,443,0,-1,1.0,0.0,0
79,770,443,770,440,0,-3,3.0,0.0,0
80,770,440,769,439,-1,-1,1.414,0.001,1421.433
81,769,439,769,437,0,-2,2.0,0.0,0
82,769,437,769,436,0,-1,1.0,0.0,0
83,769,436,769,435,0,-1,1.0,0.0,0
84,769,435,768,433,-1,-2,2.236,0.0,0
85,768,433,767,433,-1,0,1.0,0.0,0
86,767,433,768,435,1,2,2.236,0.0,0
87,768,435,770,437,2,2,2.828,0.0,0
88,770,437,771,442,1,5,5.099,0.0,0
89,771,442,774,450,3,8,8.544,0.0,0
90,774,450,777,459,3,9,9.487,0.0,0
91,777,459,779,466,2,7,7.28,0.0,0
92,779,466,783,470,4,4,5.657,0.0,0
93,783,470,784,471,1,1,1.414,0.0,0
1,448,208,450,213,2,5,5.385,0.0,0
2,450,213,451,219,1,6,6.083,0.001,6119.682
3,451,219,481,227,30,8,31.048,0.0,0
4,481,227,571,260,90,33,95.859,0.0,0
5,571,260,626,283,55,23,59.615,0.0,0
6,626,283,682,306,56,23,60.539,0.0,0
7,682,306,724,325,42,19,46.098,0.0,0
8,724,325,741,333,17,8,18.788,0.0,0
9,741,333,748,341,7,8,10.63,0.0,0
10,748,341,748,343,0,2,2.0,0.0,0
11,748,343,753,344,5,1,5.099,0.0,0
12,753,344,758,345,5,1,5.099,0.0,0
13,758,345,766,348,8,3,8.544,0.0,0
14,766,348,770,350,4,2,4.472,0.0,0
15,770,350,772,351,2,1,2.236,0.0,0
16,772,351,774,353,2,2,2.828,0.0,0
17,774,353,777,356,3,3,4.243,0.0,0
18,777,356,778,359,1,3,3.162,0.0,0
19,778,359,779,362,1,3,3.162,0.0,0
20,779,362,780,364,1,2,2.236,0.0,0
21,780,364,780,364,0,0,0.0,0.0,0
22,780,364,780,364,0,0,0.0,0.0,0
23,780,364,780,364,0,0,0.0,0.0,0
24,780,364,780,364,0,0,0.0,0.0,0
25,780,364,780,364,0,0,0.0,0.0,0
26,780,364,780,365,0,1,1.0,0.0,0
27,780,365,780,367,0,2,2.0,0.0,0
28,780,367,780,369,0,2,2.0,0.0,0
29,780,369,779,371,-1,2,2.236,0.0,0
30,779,371,778,372,-1,1,1.414,0.0,0
31,778,372,777,373,-1,1,1.414,0.0,0
32,777,373,777,375,0,2,2.0,0.0,0
33,777,375,775,377,-2,2,2.828,0.0,0
34,775,377,774,380,-1,3,3.162,0.0,0
35,774,380,773,380,-1,0,1.0,0.0,0
36,773,380,773,382,0,2,2.0,0.0,0
37,773,382,772,385,-1,3,3.162,0.0,0
38,772,385,771,387,-1,2,2.236,0.0,0
39,771,387,770,388,-1,1,1.414,0.0,0
40,770,388,770,388,0,0,0.0,0.0,0
41,770,388,769,391,-1,3,3.162,0.0,0
42,769,391,768,392,-1,1,1.414,0.0,0
43,768,392,766,396,-2,4,4.472,0.0,0
44,766,396,766,397,0,1,1.0,0.001,1008.246
45,766,397,764,401,-2,4,4.472,0.0,0
46,764,401,763,403,-1,2,2.236,0.0,0
47,763,403,763,406,0,3,3.0,0.0,0
48,763,406,761,412,-2,6,6.325,0.0,0
49,761,412,761,415,0,3,3.0,0.0,0
50,761,415,759,420,-2,5,5.385,0.0,0
51,759,420,759,422,0,2,2.0,0.0,0
52,759,422,759,425,0,3,3.0,0.0,0
53,759,425,760,427,1,2,2.236,0.0,0
54,760,427,761,430,1,3,3.162,0.0,0
55,761,430,761,431,0,1,1.0,0.0,0
56,761,431,762,433,1,2,2.236,0.0,0
57,762,433,762,434,0,1,1.0,0.0,0
58,762,434,762,435,0,1,1.0,0.0,0
59,762,435,762,436,0,1,1.0,0.0,0
60,762,436,763,436,1,0,1.0,0.0,0
61,763,436,763,437,0,1,1.0,0.0,0
62,763,437,764,440,1,3,3.162,0.0,0
63,764,440,764,442,0,2,2.0,0.0,0
64,764,442,765,446,1,4,4.123,0.0,0
65,765,446,765,449,0,3,3.0,0.0,0
66,765,449,765,450,0,1,1.0,0.0,0
67,765,450,765,452,0,2,2.0,0.0,0
68,765,452,765,453,0,1,1.0,0.0,0
69,765,453,765,455,0,2,2.0,0.0,0
70,765,455,765,457,0,2,2.0,0.0,0
71,765,457,766,458,1,1,1.414,0.0,0
72,766,458,766,459,0,1,1.0,0.0,0
73,766,459,767,461,1,2,2.236,0.0,0
74,767,461,767,463,0,2,2.0,0.0,0
75,767,463,767,464,0,1,1.0,0.0,0
76,767,464,767,466,0,2,2.0,0.0,0
77,767,466,767,467,0,1,1.0,0.0,0
78,767,467,767,468,0,1,1.0,0.0,0
79,767,468,767,470,0,2,2.0,0.0,0
80,767,470,767,471,0,1,1.0,0.0,0
81,767,471,767,472,0,1,1.0,0.0,0
1,448,208,450,213,2,5,5.385,0.0,0
2,450,213,451,219,1,6,6.083,0.0,0
3,451,219,481,227,30,8,31.048,0.0,0
4,481,227,571,260,90,33,95.859,0.0,0
5,571,260,626,283,55,23,59.615,0.0,0
6,626,283,682,306,56,23,60.539,0.0,0
7,682,306,724,325,42,19,46.098,0.0,0
8,724,325,741,333,17,8,18.788,0.0,0
9,741,333,748,341,7,8,10.63,0.0,0
10,748,341,748,343,0,2,2.0,0.0,0
11,748,343,753,344,5,1,5.099,0.0,0
12,753,344,758,345,5,1,5.099,0.0,0
13,758,345,766,348,8,3,8.544,0.0,0
14,766,348,770,350,4,2,4.472,0.0,0
15,770,350,772,351,2,1,2.236,0.0,0
16,772,351,774,353,2,2,2.828,0.0,0
17,774,353,777,356,3,3,4.243,0.0,0
18,777,356,778,359,1,3,3.162,0.0,0
19,778,359,779,362,1,3,3.162,0.0,0
20,779,362,780,364,1,2,2.236,0.0,0
21,780,364,780,364,0,0,0.0,0.0,0
22,780,364,780,364,0,0,0.0,0.001,0.0
23,780,364,780,364,0,0,0.0,0.0,0
24,780,364,780,364,0,0,0.0,0.0,0
25,780,364,780,364,0,0,0.0,0.0,0
26,780,364,780,365,0,1,1.0,0.0,0
27,780,365,780,367,0,2,2.0,0.0,0
28,780,367,780,369,0,2,2.0,0.0,0
29,780,369,779,371,-1,2,2.236,0.0,0
30,779,371,778,372,-1,1,1.414,0.0,0
31,778,372,777,373,-1,1,1.414,0.0,0
32,777,373,777,375,0,2,2.0,0.0,0
33,777,375,775,377,-2,2,2.828,0.0,0
34,775,377,774,380,-1,3,3.162,0.0,0
35,774,380,773,380,-1,0,1.0,0.0,0
36,773,380,773,382,0,2,2.0,0.0,0
37,773,382,772,385,-1,3,3.162,0.0,0
38,772,385,771,387,-1,2,2.236,0.0,0
39,771,387,770,388,-1,1,1.414,0.0,0
40,770,388,770,388,0,0,0.0,0.0,0
41,770,388,769,391,-1,3,3.162,0.0,0
42,769,391,768,392,-1,1,1.414,0.0,0
43,768,392,766,396,-2,4,4.472,0.0,0
44,766,396,766,397,0,1,1.0,0.0,0
45,766,397,764,401,-2,4,4.472,0.0,0
46,764,401,763,403,-1,2,2.236,0.0,0
47,763,403,763,406,0,3,3.0,0.0,0
48,763,406,761,412,-2,6,6.325,0.0,0
49,761,412,761,415,0,3,3.0,0.0,0
50,761,415,759,420,-2,5,5.385,0.0,0
51,759,420,759,422,0,2,2.0,0.0,0
52,759,422,759,425,0,3,3.0,0.0,0
53,759,425,760,427,1,2,2.236,0.0,0
54,760,427,761,430,1,3,3.162,0.0,0
55,761,430,761,431,0,1,1.0,0.0,0
56,761,431,762,433,1,2,2.236,0.0,0
57,762,433,762,434,0,1,1.0,0.0,0
58,762,434,762,435,0,1,1.0,0.0,0
59,762,435,762,436,0,1,1.0,0.0,0
60,762,436,763,436,1,0,1.0,0.0,0
61,763,436,763,437,0,1,1.0,0.0,0
62,763,437,764,440,1,3,3.162,0.0,0
63,764,440,764,442,0,2,2.0,0.0,0
64,764,442,765,446,1,4,4.123,0.0,0
65,765,446,765,449,0,3,3.0,0.0,0
66,765,449,765,450,0,1,1.0,0.0,0
67,765,450,765,452,0,2,2.0,0.0,0
68,765,452,765,453,0,1,1.0,0.001,1002.942
69,765,453,765,455,0,2,2.0,0.0,0
70,765,455,765,457,0,2,2.0,0.0,0
71,765,457,766,458,1,1,1.414,0.0,0
72,766,458,766,459,0,1,1.0,0.0,0
73,766,459,767,461,1,2,2.236,0.0,0
74,767,461,767,463,0,2,2.0,0.0,0
75,767,463,767,464,0,1,1.0,0.0,0
76,767,464,767,466,0,2,2.0,0.0,0
77,767,466,767,467,0,1,1.0,0.0,0
78,767,467,767,468,0,1,1.0,0.0,0
79,767,468,767,470,0,2,2.0,0.0,0
80,767,470,767,471,0,1,1.0,0.0,0
81,767,471,767,472,0,1,1.0,0.0,0
82,767,472,749,470,-18,-2,18.111,0.0,0
83,749,470,725,463,-24,-7,25.0,0.0,0
84,725,463,692,457,-33,-6,33.541,0.0,0
85,692,457,670,453,-22,-4,22.361,0.0,0
86,670,453,630,445,-40,-8,40.792,0.0,0
87,630,445,596,428,-34,-17,38.013,0.0,0
88,596,428,563,414,-33,-14,35.847,0.0,0
89,563,414,514,388,-49,-26,55.471,0.0,0
90,514,388,474,365,-40,-23,46.141,0.0,0
91,474,365,430,339,-44,-26,51.108,0.0,0
92,430,339,415,331,-15,-8,17.0,0.0,0
93,415,331,404,326,-11,-5,12.083,0.0,0
94,404,326,434,340,30,14,33.106,0.0,0
95,434,340,469,360,35,20,40.311,0.0,0
96,469,360,499,376,30,16,34.0,0.0,0
97,499,376,605,440,106,64,123.822,0.0,0
98,605,440,674,484,69,44,81.835,0.0,0
99,674,484,752,537,78,53,94.303,0.0,0
100,752,537,775,555,23,18,29.206,0.0,0
101,775,555,794,573,19,18,26.173,0.0,0
102,794,573,802,583,8,10,12.806,0.0,0
103,802,583,836,604,34,21,39.962,0.0,0
104,836,604,909,658,73,54,90.802,0.0,0
105,909,658,971,700,62,42,74.887,0.0,0
106,971,700,1019,733,48,33,58.249,0.0,0
107,1019,733,1034,747,15,14,20.518,0.0,0
108,1034,747,1044,755,10,8,12.806,0.0,0
109,1044,755,1046,757,2,2,2.828,0.0,0
110,1046,757,1046,759,0,2,2.0,0.0,0
111,1046,759,1049,762,3,3,4.243,0.001,4238.905
112,1049,762,1050,765,1,3,3.162,0.0,0
113,1050,765,1055,772,5,7,8.602,0.0,0
114,1055,772,1058,776,3,4,5.0,0.0,0
115,1058,776,1062,783,4,7,8.062,0.0,0
116,1062,783,1063,783,1,0,1.0,0.0,0
117,1063,783,878,771,-185,-12,185.389,0.0,0
118,878,771,829,713,-49,-58,75.928,0.0,0
119,829,713,794,662,-35,-51,61.855,0.0,0
120,794,662,751,596,-43,-66,78.772,0.0,0
121,751,596,730,557,-21,-39,44.294,0.0,0
122,730,557,716,537,-14,-20,24.413,0.0,0
123,716,537,705,524,-11,-13,17.029,0.0,0
124,705,524,699,516,-6,-8,10.0,0.0,0
125,699,516,682,490,-17,-26,31.064,0.0,0
126,682,490,666,465,-16,-25,29.682,0.0,0
127,666,465,658,452,-8,-13,15.264,0.0,0
128,658,452,655,441,-3,-11,11.402,0.0,0
129,655,441,655,438,0,-3,3.0,0.0,0
130,655,438,655,436,0,-2,2.0,0.0,0
131,655,436,657,436,2,0,2.0,0.0,0
