movement_id,startX,startY,endX,endY,deltaX,deltaY,distance,duration,velocity
23,828,340,818,347,-10,7,12.207,0.0,0
24,818,347,812,349,-6,2,6.325,0.0,0
25,812,349,808,351,-4,2,4.472,0.0,0
26,808,351,805,353,-3,2,3.606,0.0,0
27,805,353,802,357,-3,4,5.0,0.0,0
28,802,357,798,364,-4,7,8.062,0.0,0
29,798,364,795,372,-3,8,8.544,0.0,0
30,795,372,794,373,-1,1,1.414,0.0,0
31,794,373,794,374,0,1,1.0,0.0,0
32,794,374,793,374,-1,0,1.0,0.0,0
33,793,374,793,374,0,0,0.0,0.0,0
34,793,374,793,374,0,0,0.0,0.0,0
35,793,374,793,374,0,0,0.0,0.0,0
36,793,374,794,373,1,-1,1.414,0.0,0
37,794,373,793,373,-1,0,1.0,0.0,0
38,793,373,793,374,0,1,1.0,0.0,0
39,793,374,792,376,-1,2,2.236,0.0,0
40,792,376,790,378,-2,2,2.828,0.0,0
41,790,378,787,380,-3,2,3.606,0.0,0
42,787,380,785,383,-2,3,3.606,0.0,0
43,785,383,783,386,-2,3,3.606,0.0,0
44,783,386,780,392,-3,6,6.708,0.0,0
45,780,392,778,396,-2,4,4.472,0.0,0
46,778,396,777,400,-1,4,4.123,0.0,0
47,777,400,777,401,0,1,1.0,0.0,0
48,777,401,776,403,-1,2,2.236,0.0,0
49,776,403,775,404,-1,1,1.414,0.0,0
50,775,404,774,405,-1,1,1.414,0.0,0
51,774,405,774,408,0,3,3.0,0.0,0
52,774,408,774,411,0,3,3.0,0.0,0
53,774,411,772,411,-2,0,2.0,0.0,0
54,772,411,771,409,-1,-2,2.236,0.0,0
55,771,409,766,404,-5,-5,7.071,0.001,7107.167
56,766,404,762,400,-4,-4,5.657,0.0,0
57,762,400,761,399,-1,-1,1.414,0.0,0
58,761,399,762,400,1,1,1.414,0.0,0
59,762,400,762,401,0,1,1.0,0.0,0
60,762,401,763,405,1,4,4.123,0.0,0
61,763,405,764,409,1,4,4.123,0.0,0
62,764,409,766,416,2,7,7.28,0.0,0
63,766,416,766,423,0,7,7.0,0.0,0
64,766,423,766,432,0,9,9.0,0.0,0
65,766,432,766,437,0,5,5.0,0.0,0
66,766,437,766,441,0,4,4.0,0.0,0
67,766,441,766,444,0,3,3.0,0.0,0
68,766,444,766,449,0,5,5.0,0.0,0
69,766,449,766,453,0,4,4.0,0.0,0
70,766,453,766,457,0,4,4.0,0.0,0
71,766,457,766,459,0,2,2.0,0.0,0
72,766,459,766,460,0,1,1.0,0.0,0
73,766,460,766,462,0,2,2.0,0.0,0
74,766,462,765,463,-1,1,1.414,0.0,0
75,765,463,765,465,0,2,2.0,0.0,0
76,765,465,765,466,0,1,1.0,0.0,0
77,765,466,765,471,0,5,5.0,0.0,0
78,765,471,766,476,1,5,5.099,0.0,0
1,225,3,265,22,40,19,44.283,0.0,0
2,265,22,351,68,86,46,97.529,0.0,0
3,351,68,418,108,67,40,78.032,0.0,0
4,418,108,465,139,47,31,56.303,0.0,0
5,465,139,504,172,39,33,51.088,0.0,0
6,504,172,524,189,20,17,26.249,0.0,0
7,524,189,548,209,24,20,31.241,0.0,0
8,548,209,574,229,26,20,32.802,0.0,0
9,574,229,593,251,19,22,29.069,0.0,0
10,593,251,610,268,17,17,24.042,0.0,0
11,610,268,621,282,11,14,17.804,0.0,0
12,621,282,628,290,7,8,10.63,0.0,0
13,628,290,630,293,2,3,3.606,0.0,0
14,630,293,633,295,3,2,3.606,0.0,0
15,633,295,641,301,8,6,10.0,0.0,0
16,641,301,658,310,17,9,19.235,0.0,0
17,658,310,665,315,7,5,8.602,0.0,0
18,665,315,665,316,0,1,1.0,0.0,0
19,665,316,666,316,1,0,1.0,0.0,0
20,666,316,670,318,4,2,4.472,0.0,0
21,670,318,678,322,8,4,8.944,0.0,0
22,678,322,687,325,9,3,9.487,0.0,0
23,687,325,694,331,7,6,9.22,0.0,0
24,694,331,702,335,8,4,8.944,0.0,0
25,702,335,711,341,9,6,10.817,0.0,0
26,711,341,720,348,9,7,11.402,0.0,0
27,720,348,726,352,6,4,7.211,0.0,0
28,726,352,729,354,3,2,3.606,0.0,0
29,729,354,730,354,1,0,1.0,0.0,0
30,730,354,738,357,8,3,8.544,0.0,0
31,738,357,750,362,12,5,13.0,0.0,0
32,750,362,759,366,9,4,9.849,0.0,0
33,759,366,762,369,3,3,4.243,0.0,0
34,762,369,763,369,1,0,1.0,0.0,0
35,763,369,764,369,1,0,1.0,0.0,0
36,764,369,764,369,0,0,0.0,0.0,0
37,764,369,764,369,0,0,0.0,0.0,0
38,764,369,764,369,0,0,0.0,0.0,0
39,764,369,764,370,0,1,1.0,0.0,0
40,764,370,764,372,0,2,2.0,0.0,0
41,764,372,764,377,0,5,5.0,0.0,0
42,764,377,764,381,0,4,4.0,0.0,0
43,764,381,764,388,0,7,7.0,0.0,0
44,764,388,764,394,0,6,6.0,0.0,0
45,764,394,766,401,2,7,7.28,0.0,0
46,766,401,767,405,1,4,4.123,0.0,0
47,767,405,769,411,2,6,6.325,0.0,0
48,769,411,770,416,1,5,5.099,0.0,0
49,770,416,773,420,3,4,5.0,0.0,0
50,773,420,776,425,3,5,5.831,0.0,0
51,776,425,778,427,2,2,2.828,0.0,0
52,778,427,779,428,1,1,1.414,0.0,0
53,779,428,779,428,0,0,0.0,0.0,0
54,779,428,779,432,0,4,4.0,0.0,0
55,779,432,779,438,0,6,6.0,0.0,0
56,779,438,779,446,0,8,8.0,0.0,0
57,779,446,779,451,0,5,5.0,0.0,0
58,779,451,779,452,0,1,1.0,0.0,0
59,779,452,779,452,0,0,0.0,0.0,0
60,779,452,779,450,0,-2,2.0,0.0,0
61,779,450,779,449,0,-1,1.0,0.0,0
62,779,449,779,447,0,-2,2.0,0.0,0
63,779,447,779,445,0,-2,2.0,0.0,0
64,779,445,779,444,0,-1,1.0,0.0,0
65,779,444,779,444,0,0,0.0,0.0,0
66,779,444,779,443,0,-1,1.0,0.0,0
67,779,443,779,440,0,-3,3.0,0.0,0
68,779,440,779,436,0,-4,4.0,0.0,0
69,779,436,779,435,0,-1,1.0,0.0,0
70,779,435,779,434,0,-1,1.0,0.0,0
71,779,434,779,432,0,-2,2.0,0.0,0
72,779,432,779,429,0,-3,3.0,0.0,0
73,779,429,779,428,0,-1,1.0,0.0,0
74,779,428,780,426,1,-2,2.236,0.0,0
75,780,426,778,418,-2,-8,8.246,0.0,0
76,778,418,750,372,-28,-46,53.852,0.0,0
77,750,372,676,266,-74,-106,129.275,0.0,0
78,676,266,638,228,-38,-38,53.74,0.0,0
79,638,228,619,217,-19,-11,21.954,0.0,0
80,619,217,615,214,-4,-3,5.0,0.0,0
81,615,214,615,215,0,1,1.0,0.0,0
82,615,215,615,218,0,3,3.0,0.0,0
83,615,218,615,220,0,2,2.0,0.0,0
84,615,220,617,223,2,3,3.606,0.0,0
85,617,223,620,231,3,8,8.544,0.0,0
86,620,231,621,234,1,3,3.162,0.0,0
87,621,234,621,235,0,1,1.0,0.0,0
88,621,235,622,245,1,10,10.05,0.0,0
89,622,245,624,259,2,14,14.142,0.0,0
90,624,259,630,276,6,17,18.028,0.0,0
91,630,276,638,298,8,22,23.409,0.0,0
92,638,298,648,316,10,18,20.591,0.0,0
93,648,316,657,332,9,16,18.358,0.0,0
94,657,332,666,346,9,14,16.643,0.0,0
95,666,346,674,359,8,13,15.264,0.0,0
96,674,359,684,371,10,12,15.62,0.0,0
97,684,371,693,384,9,13,15.811,0.0,0
98,693,384,703,402,10,18,20.591,0.0,0
99,703,402,709,411,6,9,10.817,0.0,0
100,709,411,714,416,5,5,7.071,0.0,0
101,714,416,715,420,1,4,4.123,0.0,0
102,715,420,717,422,2,2,2.828,0.0,0
103,717,422,720,428,3,6,6.708,0.0,0
104,720,428,723,435,3,7,7.616,0.0,0
105,723,435,729,444,6,9,10.817,0.0,0
106,729,444,731,451,2,7,7.28,0.0,0
107,731,451,734,455,3,4,5.0,0.0,0
108,734,455,737,460,3,5,5.831,0.0,0
109,737,460,742,468,5,8,9.434,0.0,0
110,742,468,744,471,2,3,3.606,0.0,0
111,744,471,745,473,1,2,2.236,0.0,0
112,745,473,746,474,1,1,1.414,0.001,1422.797
113,746,474,750,476,4,2,4.472,0.0,0
114,750,476,750,476,0,0,0.0,0.0,0
1,217,23,706,345,489,322,585.496,0.0,0
2,706,345,771,385,65,40,76.322,0.0,0
3,771,385,831,421,60,36,69.971,0.0,0
4,831,421,1020,555,189,134,231.683,0.0,0
5,1020,555,1021,556,1,1,1.414,0.0,0
6,1021,556,1022,556,1,0,1.0,0.0,0
7,1022,556,1023,557,1,1,1.414,0.0,0
8,1023,557,1024,559,1,2,2.236,0.0,0
9,1024,559,1024,560,0,1,1.0,0.0,0
10,1024,560,1026,562,2,2,2.828,0.0,0
11,1026,562,1025,557,-1,-5,5.099,0.0,0
12,1025,557,1018,546,-7,-11,13.038,0.0,0
13,1018,546,1007,529,-11,-17,20.248,0.0,0
14,1007,529,989,509,-18,-20,26.907,0.0,0
15,989,509,964,486,-25,-23,33.971,0.0,0
16,964,486,931,458,-33,-28,43.278,0.0,0
17,931,458,893,426,-38,-32,49.679,0.0,0
18,893,426,863,404,-30,-22,37.202,0.0,0
19,863,404,850,391,-13,-13,18.385,0.0,0
20,850,391,843,380,-7,-11,13.038,0.0,0
21,843,380,841,375,-2,-5,5.385,0.0,0
22,841,375,838,370,-3,-5,5.831,0.0,0
23,838,370,837,368,-1,-2,2.236,0.0,0
24,837,368,836,367,-1,-1,1.414,0.0,0
25,836,367,834,364,-2,-3,3.606,0.0,0
26,834,364,830,356,-4,-8,8.944,0.0,0
27,830,356,823,346,-7,-10,12.207,0.0,0
28,823,346,816,336,-7,-10,12.207,0.0,0
29,816,336,811,331,-5,-5,7.071,0.0,0
30,811,331,812,337,1,6,6.083,0.0,0
31,812,337,814,343,2,6,6.325,0.0,0
32,814,343,821,357,7,14,15.652,0.0,0
33,821,357,827,368,6,11,12.53,0.0,0
34,827,368,828,371,1,3,3.162,0.0,0
35,828,371,828,371,0,0,0.0,0.0,0
36,828,371,828,371,0,0,0.0,0.0,0
37,828,371,828,372,0,1,1.0,0.0,0
38,828,372,828,374,0,2,2.0,0.0,0
39,828,374,829,378,1,4,4.123,0.0,0
40,829,378,831,385,2,7,7.28,0.0,0
41,831,385,834,397,3,12,12.369,0.0,0
42,834,397,836,410,2,13,13.153,0.0,0
43,836,410,838,418,2,8,8.246,0.0,0
44,838,418,840,425,2,7,7.28,0.0,0
45,840,425,840,427,0,2,2.0,0.0,0
46,840,427,840,428,0,1,1.0,0.0,0
47,840,428,840,427,0,-1,1.0,0.0,0
48,840,427,838,426,-2,-1,2.236,0.0,0
49,838,426,837,425,-1,-1,1.414,0.0,0
50,837,425,837,426,0,1,1.0,0.0,0
51,837,426,836,428,-1,2,2.236,0.0,0
52,836,428,834,435,-2,7,7.28,0.0,0
53,834,435,834,440,0,5,5.0,0.0,0
54,834,440,833,445,-1,5,5.099,0.0,0
55,833,445,834,452,1,7,7.071,0.0,0
56,834,452,834,456,0,4,4.0,0.0,0
57,834,456,834,461,0,5,5.0,0.0,0
58,834,461,834,464,0,3,3.0,0.0,0
59,834,464,834,467,0,3,3.0,0.0,0
60,834,467,834,471,0,4,4.0,0.0,0
61,834,471,834,477,0,6,6.0,0.0,0
62,834,477,834,482,0,5,5.0,0.0,0
63,834,482,834,486,0,4,4.0,0.0,0
64,834,486,834,485,0,-1,1.0,0.0,0
65,834,485,834,484,0,-1,1.0,0.0,0
66,834,484,833,482,-1,-2,2.236,0.0,0
67,833,482,833,481,0,-1,1.0,0.001,1006.07
68,833,481,833,479,0,-2,2.0,0.0,0
1,642,262,741,301,99,39,106.405,0.0,0
2,741,301,844,346,103,45,112.401,0.0,0
3,844,346,858,356,14,10,17.205,0.0,0
4,858,356,871,366,13,10,16.401,0.0,0
5,871,366,878,372,7,6,9.22,0.0,0
6,878,372,881,376,3,4,5.0,0.0,0
7,881,376,883,382,2,6,6.325,0.0,0
8,883,382,885,388,2,6,6.325,0.0,0
9,885,388,888,393,3,5,5.831,0.0,0
10,888,393,889,395,1,2,2.236,0.0,0
11,889,395,888,394,-1,-1,1.414,0.0,0
12,888,394,887,393,-1,-1,1.414,0.0,0
13,887,393,887,392,0,-1,1.0,0.0,0
14,887,392,886,391,-1,-1,1.414,0.0,0
15,886,391,883,388,-3,-3,4.243,0.0,0
16,883,388,878,383,-5,-5,7.071,0.0,0
17,878,383,874,380,-4,-3,5.0,0.0,0
18,874,380,874,380,0,0,0.0,0.0,0
19,874,380,874,380,0,0,0.0,0.0,0
20,874,380,874,381,0,1,1.0,0.0,0
21,874,381,874,382,0,1,1.0,0.0,0
22,874,382,870,392,-4,10,10.77,0.0,0
23,870,392,864,401,-6,9,10.817,0.0,0
24,864,401,861,404,-3,3,4.243,0.0,0
25,861,404,859,406,-2,2,2.828,0.0,0
26,859,406,858,408,-1,2,2.236,0.0,0
27,858,408,858,410,0,2,2.0,0.0,0
28,858,410,857,412,-1,2,2.236,0.0,0
29,857,412,854,416,-3,4,5.0,0.0,0
30,854,416,849,422,-5,6,7.81,0.0,0
31,849,422,848,422,-1,0,1.0,0.0,0
32,848,422,847,422,-1,0,1.0,0.0,0
33,847,422,843,423,-4,1,4.123,0.0,0
34,843,423,842,426,-1,3,3.162,0.0,0
35,842,426,838,428,-4,2,4.472,0.0,0
36,838,428,835,429,-3,1,3.162,0.0,0
37,835,429,835,430,0,1,1.0,0.0,0
38,835,430,835,431,0,1,1.0,0.0,0
39,835,431,834,432,-1,1,1.414,0.0,0
40,834,432,833,435,-1,3,3.162,0.0,0
41,833,435,833,436,0,1,1.0,0.0,0
42,833,436,833,437,0,1,1.0,0.0,0
43,833,437,832,441,-1,4,4.123,0.0,0
44,832,441,831,444,-1,3,3.162,0.0,0
45,831,444,831,448,0,4,4.0,0.0,0
46,831,448,831,452,0,4,4.0,0.0,0
47,831,452,831,456,0,4,4.0,0.0,0
48,831,456,831,460,0,4,4.0,0.0,0
49,831,460,831,461,0,1,1.0,0.0,0
50,831,461,831,462,0,1,1.0,0.0,0
51,831,462,831,464,0,2,2.0,0.0,0
52,831,464,831,466,0,2,2.0,0.0,0
1,189,48,216,64,27,16,31.385,0.0,0
2,216,64,243,84,27,20,33.601,0.0,0
3,243,84,290,121,47,37,59.816,0.001,59635.87
4,290,121,325,148,35,27,44.204,0.0,0
5,325,148,354,172,29,24,37.643,0.0,0
6,354,172,386,196,32,24,40.0,0.0,0
7,386,196,420,220,34,24,41.617,0.0,0
8,420,220,453,242,33,22,39.661,0.0,0
9,453,242,496,268,43,26,50.249,0.0,0
10,496,268,519,281,23,13,26.42,0.0,0
11,519,281,540,291,21,10,23.259,0.0,0
12,540,291,559,295,19,4,19.416,0.0,0
13,559,295,578,300,19,5,19.647,0.0,0
14,578,300,594,303,16,3,16.279,0.0,0
15,594,303,606,306,12,3,12.369,0.0,0
16,606,306,611,308,5,2,5.385,0.0,0
17,611,308,613,308,2,0,2.0,0.0,0
18,613,308,616,308,3,0,3.0,0.0,0
19,616,308,618,308,2,0,2.0,0.0,0
20,618,308,627,313,9,5,10.296,0.0,0
21,627,313,652,324,25,11,27.313,0.0,0
22,652,324,675,331,23,7,24.042,0.0,0
23,675,331,700,340,25,9,26.571,0.0,0
24,700,340,730,353,30,13,32.696,0.0,0
25,730,353,760,365,30,12,32.311,0.0,0
26,760,365,784,371,24,6,24.739,0.0,0
27,784,371,795,374,11,3,11.402,0.0,0
28,795,374,799,374,4,0,4.0,0.0,0
29,799,374,802,374,3,0,3.0,0.0,0
30,802,374,803,374,1,0,1.0,0.0,0
31,803,374,805,375,2,1,2.236,0.0,0
32,805,375,805,375,0,0,0.0,0.0,0
33,805,375,805,375,0,0,0.0,0.0,0
34,805,375,805,375,0,0,0.0,0.0,0
35,805,375,805,377,0,2,2.0,0.0,0
36,805,377,804,377,-1,0,1.0,0.0,0
37,804,377,804,378,0,1,1.0,0.0,0
38,804,378,804,381,0,3,3.0,0.0,0
39,804,381,801,389,-3,8,8.544,0.0,0
40,801,389,794,397,-7,8,10.63,0.0,0
41,794,397,785,409,-9,12,15.0,0.0,0
42,785,409,781,412,-4,3,5.0,0.0,0
43,781,412,778,416,-3,4,5.0,0.0,0
44,778,416,776,420,-2,4,4.472,0.0,0
45,776,420,774,423,-2,3,3.606,0.0,0
46,774,423,774,424,0,1,1.0,0.0,0
47,774,424,774,426,0,2,2.0,0.0,0
48,774,426,774,427,0,1,1.0,0.0,0
49,774,427,774,428,0,1,1.0,0.0,0
50,774,428,774,428,0,0,0.0,0.0,0
51,774,428,773,430,-1,2,2.236,0.0,0
52,773,430,772,433,-1,3,3.162,0.0,0
53,772,433,771,435,-1,2,2.236,0.0,0
54,771,435,770,439,-1,4,4.123,0.0,0
55,770,439,770,442,0,3,3.0,0.0,0
56,770,442,770,445,0,3,3.0,0.0,0
57,770,445,770,447,0,2,2.0,0.0,0
58,770,447,770,449,0,2,2.0,0.0,0
59,770,449,770,450,0,1,1.0,0.0,0
60,770,450,771,452,1,2,2.236,0.0,0
61,771,452,771,452,0,0,0.0,0.0,0
62,771,452,772,455,1,3,3.162,0.0,0
63,772,455,774,459,2,4,4.472,0.0,0
64,774,459,780,471,6,12,13.416,0.0,0
65,780,471,782,475,2,4,4.472,0.0,0
66,782,475,783,476,1,1,1.414,0.0,0
1,172,17,218,44,46,27,53.339,0.0,0
2,218,44,313,106,95,62,113.442,0.0,0
3,313,106,415,172,102,66,121.491,0.0,0
4,415,172,632,298,217,126,250.928,0.0,0
5,632,298,655,311,23,13,26.42,0.0,0
6,655,311,673,322,18,11,21.095,0.0,0
7,673,322,698,336,25,14,28.653,0.0,0
8,698,336,717,347,19,11,21.954,0.0,0
9,717,347,728,354,11,7,13.038,0.0,0
10,728,354,730,356,2,2,2.828,0.0,0
11,730,356,731,356,1,0,1.0,0.0,0
12,731,356,733,357,2,1,2.236,0.0,0
13,733,357,738,362,5,5,7.071,0.0,0
14,738,362,744,368,6,6,8.485,0.0,0
15,744,368,760,376,16,8,17.889,0.0,0
16,760,376,763,378,3,2,3.606,0.0,0
17,763,378,765,378,2,0,2.0,0.0,0
18,765,378,769,379,4,1,4.123,0.0,0
19,769,379,771,380,2,1,2.236,0.0,0
20,771,380,783,381,12,1,12.042,0.0,0
21,783,381,794,382,11,1,11.045,0.0,0
22,794,382,801,382,7,0,7.0,0.0,0
23,801,382,803,382,2,0,2.0,0.0,0
24,803,382,804,382,1,0,1.0,0.0,0
25,804,382,805,382,1,0,1.0,0.0,0
26,805,382,805,382,0,0,0.0,0.0,0
27,805,382,805,382,0,0,0.0,0.0,0
28,805,382,799,383,-6,1,6.083,0.0,0
29,799,383,793,386,-6,3,6.708,0.0,0
30,793,386,786,389,-7,3,7.616,0.0,0
31,786,389,778,395,-8,6,10.0,0.0,0
32,778,395,774,397,-4,2,4.472,0.0,0
33,774,397,772,399,-2,2,2.828,0.0,0
34,772,399,769,401,-3,2,3.606,0.0,0
35,769,401,769,402,0,1,1.0,0.0,0
36,769,402,768,404,-1,2,2.236,0.0,0
37,768,404,767,405,-1,1,1.414,0.0,0
38,767,405,767,406,0,1,1.0,0.0,0
39,767,406,767,408,0,2,2.0,0.0,0
40,767,408,767,409,0,1,1.0,0.0,0
41,767,409,767,413,0,4,4.0,0.0,0
42,767,413,767,416,0,3,3.0,0.0,0
43,767,416,767,417,0,1,1.0,0.0,0
44,767,417,767,420,0,3,3.0,0.0,0
45,767,420,767,422,0,2,2.0,0.0,0
46,767,422,767,426,0,4,4.0,0.0,0
47,767,426,767,430,0,4,4.0,0.0,0
48,767,430,767,435,0,5,5.0,0.0,0
49,767,435,767,440,0,5,5.0,0.0,0
50,767,440,767,444,0,4,4.0,0.0,0
51,767,444,767,446,0,2,2.0,0.0,0
52,767,446,767,450,0,4,4.0,0.0,0
53,767,450,767,451,0,1,1.0,0.0,0
54,767,451,767,455,0,4,4.0,0.0,0
55,767,455,767,457,0,2,2.0,0.0,0
56,767,457,767,458,0,1,1.0,0.0,0
57,767,458,767,459,0,1,1.0,0.0,0
58,767,459,767,460,0,1,1.0,0.0,0
1,457,204,483,220,26,16,30.529,0.0,0
2,483,220,663,293,180,73,194.24,0.0,0
3,663,293,666,293,3,0,3.0,0.0,0
4,666,293,668,291,2,-2,2.828,0.0,0
5,668,291,669,288,1,-3,3.162,0.0,0
6,669,288,669,286,0,-2,2.0,0.0,0
7,669,286,670,285,1,-1,1.414,0.0,0
8,670,285,671,284,1,-1,1.414,0.0,0
9,671,284,672,282,1,-2,2.236,0.0,0
10,672,282,675,279,3,-3,4.243,0.0,0
11,675,279,682,276,7,-3,7.616,0.0,0
12,682,276,687,276,5,0,5.0,0.0,0
13,687,276,696,276,9,0,9.0,0.0,0
14,696,276,706,277,10,1,10.05,0.0,0
15,706,277,714,280,8,3,8.544,0.0,0
16,714,280,727,288,13,8,15.264,0.0,0
17,727,288,738,297,11,9,14.213,0.0,0
18,738,297,751,307,13,10,16.401,0.0,0
19,751,307,768,318,17,11,20.248,0.0,0
20,768,318,776,324,8,6,10.0,0.0,0
21,776,324,780,330,4,6,7.211,0.0,0
22,780,330,786,339,6,9,10.817,0.0,0
23,786,339,793,348,7,9,11.402,0.0,0
24,793,348,796,355,3,7,7.616,0.0,0
25,796,355,799,359,3,4,5.0,0.0,0
26,799,359,800,361,1,2,2.236,0.0,0
27,800,361,800,362,0,1,1.0,0.0,0
28,800,362,801,369,1,7,7.071,0.0,0
29,801,369,801,371,0,2,2.0,0.0,0
30,801,371,802,372,1,1,1.414,0.0,0
31,802,372,802,372,0,0,0.0,0.0,0
32,802,372,802,372,0,0,0.0,0.001,0.0
33,802,372,802,372,0,0,0.0,0.0,0
34,802,372,802,373,0,1,1.0,0.0,0
35,802,373,802,374,0,1,1.0,0.0,0
36,802,374,801,375,-1,1,1.414,0.0,0
37,801,375,801,378,0,3,3.0,0.0,0
38,801,378,801,380,0,2,2.0,0.0,0
39,801,380,802,390,1,10,10.05,0.0,0
40,802,390,804,403,2,13,13.153,0.0,0
41,804,403,807,414,3,11,11.402,0.0,0
42,807,414,809,420,2,6,6.325,0.0,0
43,809,420,809,421,0,1,1.0,0.0,0
44,809,421,809,422,0,1,1.0,0.0,0
45,809,422,809,423,0,1,1.0,0.0,0
46,809,423,809,424,0,1,1.0,0.0,0
47,809,424,808,426,-1,2,2.236,0.0,0
48,808,426,808,427,0,1,1.0,0.0,0
49,808,427,808,428,0,1,1.0,0.0,0
50,808,428,808,431,0,3,3.0,0.0,0
51,808,431,808,434,0,3,3.0,0.0,0
52,808,434,808,435,0,1,1.0,0.0,0
53,808,435,808,436,0,1,1.0,0.0,0
54,808,436,807,439,-1,3,3.162,0.0,0
55,807,439,805,444,-2,5,5.385,0.0,0
56,805,444,804,447,-1,3,3.162,0.0,0
57,804,447,804,448,0,1,1.0,0.0,0
58,804,448,804,449,0,1,1.0,0.0,0
59,804,449,804,451,0,2,2.0,0.0,0
60,804,451,802,454,-2,3,3.606,0.0,0
61,802,454,802,455,0,1,1.0,0.0,0
62,802,455,802,457,0,2,2.0,0.0,0
63,802,457,802,459,0,2,2.0,0.0,0
64,802,459,802,460,0,1,1.0,0.0,0
65,802,460,802,461,0,1,1.0,0.0,0
66,802,461,802,462,0,1,1.0,0.0,0
67,802,462,802,463,0,1,1.0,0.0,0
1,356,192,395,216,39,24,45.793,0.0,0
2,395,216,583,332,188,116,220.907,0.0,0
3,583,332,592,336,9,4,9.849,0.0,0
4,592,336,598,340,6,4,7.211,0.0,0
5,598,340,603,344,5,4,6.403,0.0,0
6,603,344,605,345,2,1,2.236,0.0,0
7,605,345,608,346,3,1,3.162,0.0,0
8,608,346,610,348,2,2,2.828,0.0,0
9,610,348,611,348,1,0,1.0,0.0,0
10,611,348,612,348,1,0,1.0,0.0,0
11,612,348,614,348,2,0,2.0,0.0,0
12,614,348,618,349,4,1,4.123,0.0,0
13,618,349,620,349,2,0,2.0,0.0,0
14,620,349,633,349,13,0,13.0,0.0,0
15,633,349,649,349,16,0,16.0,0.0,0
16,649,349,666,349,17,0,17.0,0.0,0
17,666,349,686,349,20,0,20.0,0.0,0
18,686,349,699,351,13,2,13.153,0.0,0
19,699,351,711,353,12,2,12.166,0.0,0
20,711,353,723,355,12,2,12.166,0.0,0
21,723,355,738,356,15,1,15.033,0.0,0
22,738,356,744,358,6,2,6.325,0.0,0
23,744,358,749,360,5,2,5.385,0.0,0
24,749,360,754,362,5,2,5.385,0.0,0
25,754,362,755,363,1,1,1.414,0.0,0
26,755,363,755,363,0,0,0.0,0.0,0
27,755,363,755,363,0,0,0.0,0.0,0
28,755,363,755,363,0,0,0.0,0.0,0
29,755,363,754,364,-1,1,1.414,0.0,0
30,754,364,754,367,0,3,3.0,0.0,0
31,754,367,753,372,-1,5,5.099,0.0,0
32,753,372,753,375,0,3,3.0,0.0,0
33,753,375,753,377,0,2,2.0,0.0,0
34,753,377,753,380,0,3,3.0,0.0,0
35,753,380,752,385,-1,5,5.099,0.0,0
36,752,385,752,388,0,3,3.0,0.0,0
37,752,388,748,394,-4,6,7.211,0.0,0
38,748,394,748,400,0,6,6.0,0.0,0
39,748,400,748,408,0,8,8.0,0.0,0
40,748,408,749,414,1,6,6.083,0.0,0
41,749,414,751,418,2,4,4.472,0.0,0
42,751,418,751,419,0,1,1.0,0.0,0
43,751,419,750,419,-1,0,1.0,0.0,0
44,750,419,749,419,-1,0,1.0,0.0,0
45,749,419,748,419,-1,0,1.0,0.0,0
46,748,419,748,420,0,1,1.0,0.0,0
47,748,420,748,421,0,1,1.0,0.0,0
48,748,421,748,422,0,1,1.0,0.0,0
49,748,422,748,424,0,2,2.0,0.0,0
50,748,424,749,425,1,1,1.414,0.0,0
51,749,425,749,426,0,1,1.0,0.0,0
52,749,426,750,427,1,1,1.414,0.0,0
53,750,427,751,428,1,1,1.414,0.0,0
54,751,428,751,428,0,0,0.0,0.0,0
55,751,428,754,429,3,1,3.162,0.0,0
56,754,429,757,434,3,5,5.831,0.0,0
57,757,434,760,437,3,3,4.243,0.0,0
58,760,437,761,439,1,2,2.236,0.0,0
59,761,439,761,440,0,1,1.0,0.0,0
60,761,440,761,442,0,2,2.0,0.0,0
61,761,442,762,445,1,3,3.162,0.0,0
62,762,445,763,446,1,1,1.414,0.0,0
63,763,446,764,449,1,3,3.162,0.0,0
64,764,449,765,450,1,1,1.414,0.0,0
65,765,450,767,453,2,3,3.606,0.0,0
66,767,453,769,456,2,3,3.606,0.0,0
67,769,456,770,458,1,2,2.236,0.0,0
68,770,458,771,460,1,2,2.236,0.0,0
69,771,460,773,464,2,4,4.472,0.0,0
70,773,464,774,466,1,2,2.236,0.0,0
71,774,466,774,467,0,1,1.0,0.0,0
1,193,9,431,120,238,111,262.612,0.0,0
2,431,120,486,148,55,28,61.717,0.0,0
3,486,148,509,162,23,14,26.926,0.0,0
4,509,162,548,185,39,23,45.277,0.0,0
5,548,185,645,241,97,56,112.004,0.0,0
6,645,241,662,255,17,14,22.023,0.0,0
7,662,255,677,268,15,13,19.849,0.0,0
8,677,268,689,279,12,11,16.279,0.001,16245.14
9,689,279,701,289,12,10,15.62,0.0,0
10,701,289,716,303,15,14,20.518,0.0,0
11,716,303,729,314,13,11,17.029,0.0,0
12,729,314,742,324,13,10,16.401,0.0,0
13,742,324,758,332,16,8,17.889,0.0,0
14,758,332,770,339,12,7,13.892,0.0,0
15,770,339,776,341,6,2,6.325,0.0,0
16,776,341,777,341,1,0,1.0,0.0,0
17,777,341,778,343,1,2,2.236,0.0,0
18,778,343,778,344,0,1,1.0,0.0,0
19,778,344,778,349,0,5,5.0,0.0,0
20,778,349,780,355,2,6,6.325,0.0,0
